Municipality,artificial dams (including canals),artificial flooded mine pits,artificial sewage ponds,bare riverbed material,coastal sand & dunes,commercial,commercial annual crops non-pivot irrigated,commercial annual crops pivot irrigated,commercial annual crops rain-fed / dryland,contiguous & dense plantation forest,contiguous (indigenous) forest,contiguous low forest & thicket,cultivated commercial permanent orchards,cultivated commercial permanent pineapples,cultivated commercial permanent vines,cultivated commercial sugarcane non-pivot,cultivated commercial sugarcane pivot irrigated,cultivated emerging farmer sugarcane non-pivot,dense forest & woodland,dry pans,eroded lands,fallow land & old fields (bare),fallow land & old fields (bush),fallow land & old fields (grass),fallow land & old fields (low shrub),fallow land & old fields (trees),fallow land & old fields (wetlands),herbaceous wetlands (currently mapped),herbaceous wetlands (previously mapped),industrial,land-fills,low shrubland (fynbos),low shrubland (nama karoo),low shrubland (other),low shrubland (succulent karoo),mangrove wetlands,mine: tailings and resource dumps,"mines: extraction pits, quarries",mines: salt mines,mines: surface infrastructure,natural estuaries & lagoons,natural grassland,natural lakes,natural ocean & coastal,natural pans (flooded @ observation times),natural rivers,natural rock surfaces,open & sparse plantation forest,open woodland,other bare,residential formal (bare),residential formal (bush),residential formal (low veg / grass),residential formal (tree),residential informal (bare),residential informal (bush),residential informal (low veg / grass),residential informal (tree),roads & rails (major linear),sand dunes (terrestrial),smallholdings (bare),smallholdings (bush),smallholdings (low veg / grass),smallholdings (tree),sparsely wooded grassland,subsistence / small-scale annual crops,temporary unplanted (clear-felled) plantation forest,urban recreational fields (bare),urban recreational fields (bush),urban recreational fields (grass),urban recreational fields (tree),village dense (bare & low veg / grass combo),village scattered (bare & low veg/ grass combo)
ramotshere moiloa,0.20047207651212945,0.014258319045135866,0.0,0.001477856804483401,0.0,0.017757450803135403,0.0680453843155667,0.46710668759619495,1.9680537399729172,0.15702705261668795,0.0,0.10504073361195904,0.0044372495080894905,0.0,0.0,0.0,0.0,0.0,8.567200682442465,0.0034381305211059667,0.1287047439744054,0.01132846012119156,4.920953817967526,1.1054182974865665,0.0,0.5852576510557727,0.004438803012371656,0.005917186483929172,0.01429568232430479,0.0266339794044726,0.0,0.0,0.0,0.0024648560442573275,0.0,0.0,0.045209552673767375,0.04921853161169258,0.0,0.0009823197164563007,0.0,11.146766306852982,0.0,0.0,0.002460732445632278,0.00049288197211812,0.11829754282086546,0.12786119962905235,12.935090005369005,0.13188436152741703,0.1496662165832949,1.065347810385917,0.957248023366312,0.0783481129913612,0.0029611442808082948,0.0034490023984588,0.0074024171217349,0.0004935833355218642,0.045282502464863955,0.0,0.0,0.0034511866746657054,0.0014801838625426696,0.0014789576658480166,0.0,1.5615811849859813,0.0064222207879095945,0.0,0.0014797584755624348,0.0004931322545186912,0.001973392895953092,0.04486495761320304,0.07978406869483427
rand west city,0.17937680424859132,0.13134072500240743,0.006413405923418968,0.0,0.0,0.5218550720027835,0.0704194311941666,2.381853308678357,12.083354849454361,2.008032611823389,0.0,0.07367309072422717,0.24359759249690793,0.0,0.0,0.0,0.0,0.0,1.7939763600403884,0.02240013204873141,0.0,0.028845994986625958,0.14411560342620144,7.3491539392515515,0.05766313504410672,0.1570150598593293,0.5062274965174746,1.691470784582488,0.6951921407675983,0.5666720723837536,0.0,0.0,0.0,0.13131361862406093,0.0,0.0,1.2336344492923563,0.2817006298784029,0.0,0.2308232169871932,0.0,13.869037536778123,0.0,0.0,0.11204189247691947,0.0,0.07047486546131514,0.47726406406693717,0.5860385899580953,0.19214756678563172,1.0820887318692762,0.14415027704712574,1.5884414475673394,0.38767793841158693,0.051232347718051824,0.0,0.3555307021890253,0.009610135754366981,0.118528192829818,0.0,0.1696411886416538,0.21776960250244054,3.7423510407190768,0.9634780643114499,0.003197859037620321,0.0,0.3042105609049899,0.0,0.009611713229713412,0.20816718005990537,0.0576306170064882,0.14406889528359715,0.4226539030698508
ratlou,0.1597818595655977,0.005125065513159024,0.0,0.0007307891709215358,0.0,0.0,0.0,0.22749172068490023,12.052706558006578,0.05127006768159429,0.0,0.010999829373338493,0.0007323948317489923,0.0,0.0,0.0,0.0,0.0,4.095941205218167,0.010984458193993374,0.052144223647908446,0.0,5.044345034460168,1.6208323797519277,0.0029299301271018038,0.5675296770003263,0.0,0.011000335769464431,0.0,0.005137039828514954,0.0,0.0,0.0,0.04030341064845565,0.0,0.0,0.07917207421819238,0.029307051779903528,0.0,0.002932563787521455,0.0,17.33763548284385,0.0,0.0,0.021300336026712167,0.0014615783428896104,0.0036558128141227233,0.04907795653939439,18.036587734095413,0.004403024661427078,0.034429081517939955,2.2177267279708164,0.791198471968197,0.19369597333180386,0.0,0.0,0.0,0.0,0.0725214007893005,0.0,0.0,0.0021942445488810163,0.0,0.0,0.0,2.5909693259463946,0.0,0.0,0.0,0.0,0.0,0.0043981797402779434,0.06524965705361828
ray nkonyeni,0.2004475383649727,0.002304512149047599,0.0,0.0506944159522754,0.0,0.2810516103941873,0.025359606597479455,0.0,0.16365753049343715,2.279021869582816,3.330822954964212,13.817898496235731,2.7256499988751437,0.0,0.0,13.890516707445139,0.0,0.01610911510891493,6.507035477903082,0.0,0.004620823328395423,0.025322349822994798,0.023032783572497016,2.7444596450090337,0.0,5.400715157702411,0.055243739048247004,0.02999683809014627,0.21884706148376334,0.07372734546476432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11278605053961385,0.0,0.05061689852694391,0.1036277044320683,13.461374273846037,0.0,0.0,0.0,0.04832581671441839,0.26960426426658535,0.023074008420750875,0.12899527133324593,0.07144997729574547,3.450608814192456,0.05301371644547217,8.426192709832346,6.090728367830651,0.0069125048755277075,0.0,0.0345571025397561,0.006913279228354479,0.10591484091664795,0.0,0.0,0.0,0.009229551341369206,0.018459276118893097,0.0,2.395410201351831,0.2630080177588364,0.0023052888311427895,0.0,0.11527556595972599,0.03458147393268757,0.1612578166797084,0.7855794149468995
raymond mhlaba,0.18001262471120977,0.0,0.0,0.008462893614385616,0.0,0.02166784544955032,0.021670575276032646,0.07190552773316988,0.7291152125660983,0.8760264199041952,2.0622164218706196,10.87631483960652,0.2483611601128982,0.0,0.0,0.0,0.0,0.0,22.736528330902885,0.0,0.08819009080859219,0.005818675182940221,0.09465408636996908,0.6777934891080464,0.005287302337261917,1.9659616548086873,0.008961183956778517,0.02529252362487562,0.2055894844850184,0.011628429511431972,0.0,0.0,0.0,0.14482654446678692,0.0,0.0,0.0,0.007925846942841675,0.0,0.0,0.0,9.50425885597727,0.0,0.0,0.001055050099699894,0.030691468689333465,0.009477241030504081,0.0026395196376617727,4.519228544994786,0.12633622305469183,0.17695337446842174,0.0856415695789036,0.6188787436140507,1.0559201426074984,0.0005285439350024452,0.0010571092113793642,0.0063421653859506225,0.004225828326266912,0.029595788381137907,0.0,0.0,0.0,0.0,0.0,0.0,2.783936052404142,0.17249985844048052,0.0,0.0,0.010024505461222907,0.005814122169834205,0.006342575330086172,0.09930389870671345
renosterberg,0.21238902197516757,0.0018672007610222121,0.0006238904465194911,0.0,0.0,0.006227200482926524,0.016158455309665636,0.2688462900585844,0.10710071663979995,0.00623029435735186,0.0,0.014293926243056532,0.0,0.0,0.0,0.0,0.0,0.0,0.24538328651782207,0.05862622281489842,1.4091598320792469,0.0,0.020570032581952728,0.23160171411549366,0.039818419110468926,0.007473460746167268,0.008702425456456496,0.09823117380984998,0.5854204295800821,0.02613586622711408,0.0006216577682477154,0.0,10.62631577328683,1.7927396709962224,0.0,0.0,0.0,0.017425929908085728,0.0,0.0,0.0,2.8038694820904975,0.0,0.0,0.16581343818763533,0.0,0.4420802808009647,0.010583454548367136,1.3541418488495953,0.09578269122400193,0.00872487884961516,0.0012433268276247382,0.049793010076102394,0.0024878844413614653,0.0,0.0,0.005603907091251618,0.0,0.05041946375101014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006216464781331395,0.0,0.006219687874442556,0.042333830573025186
richmond,0.2608438681951659,0.0,0.0,0.01122924774108388,0.0,0.030862405717645716,0.3394532286155873,0.2354845910137921,2.1699199669565195,13.062660922997372,1.551054072335992,8.563716706163497,0.8274277547084868,0.0,0.0,9.048715635368962,0.02242562301542412,0.0,8.312904585309255,0.0,0.0,0.005624605540663789,0.0056141133857863425,0.9342600492517699,0.0,1.7750415393058032,0.12902997461530033,0.053308567231885796,0.8274919672832548,0.039251753617982485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005606054527402912,0.0,0.0,0.0,9.094557415811828,0.0,0.0,0.0,0.03088509914683388,0.014047786059304913,0.19930467984607592,0.16567788375948206,0.039271082197282745,0.2892213848583537,0.0392865947195626,1.4572486889062775,1.7693646191653918,0.0,0.008411319203273284,0.0813113991841497,0.09252654793398692,0.016845289233119325,0.0,0.0,0.005604697409846494,0.02241899061834773,0.04483883532555851,0.0,0.45216681463081637,3.1055931372327645,0.0,0.0,0.030868813694130144,0.0028064304461647835,0.0701526494136432,0.2555020320612363
richtersveld,0.00579766835533597,0.004730034033614829,0.0,0.8417651561668258,0.07837839131640793,0.007255709049435704,0.001813626518504324,0.022848018051097624,0.01668286058797703,0.0,0.0,0.0036197270407159867,0.0010880387603154267,0.0,0.0,0.0,0.0,0.0,0.038035520734079314,0.22203544777642129,0.15368739169405501,0.007981025013706844,0.011249208768631272,0.0,0.005803671138141157,0.0014519563963129843,0.0,0.0003617291185445884,0.0,0.006911004830768216,0.0,0.4815318057411578,0.0,0.9107045991891332,2.7519086337612144,0.0,0.21417484267619594,1.2838830337189344,0.0,0.009790947876714052,0.031946450935321946,0.382010792507172,0.0,0.0,0.0,0.018087211805166956,0.0928049433948673,0.0,0.14246567064296403,22.29828326637424,0.01675387732027816,0.003633497720744918,0.015630001154351994,0.000362414549844024,0.0,0.0,0.0,0.0,0.0828908591059999,0.0014613921675844495,0.0,0.0,0.0,0.0,0.12610820768653694,0.0,0.0,0.0021797454866725524,0.0003629890875590125,0.0010890355207936698,0.0,0.00036275373750862335,0.007274709905267481
rustenburg,0.6067363619082595,0.26897799348779333,0.004199220316742311,0.0042081980755812555,0.0,0.19544403336513552,0.09265916235185566,0.39680174066041496,7.364368393694946,1.1816763615736516,0.02104289279888385,0.1483810005010358,0.33242454403422583,0.0,0.0,0.0,0.0,0.0,6.890671919309267,0.007371104200650166,0.03362324090991273,0.06304798481100823,6.530801351403545,3.9056650980619834,0.0,0.5932993852744487,0.03469483168709909,0.13679239019873424,0.24391621435642283,0.23655876610908766,0.013661834254070408,0.0,0.0,0.0,0.0,0.0,1.1357086444167201,0.4833351939409249,0.0,0.3560970987356565,0.0,16.353614750899304,0.0,0.0,0.009482535763698306,0.02202810632149828,0.5701996312616094,0.6168125896024851,17.326326639116754,0.2428247604552929,1.0345557766371813,2.364803544434481,1.254948478507672,0.2101694186840651,0.044130493908946654,0.20276559218961412,0.11031831780688697,0.006305723704082269,0.08720778564531292,0.0,0.031538951224478036,0.39742600924474625,0.25440270141730004,0.1524598300225958,0.008405028594919055,2.5614311166457195,0.10104654852147212,0.005251743168216775,0.032574410920011454,0.009464871296671399,0.036779644860882595,0.02312914400470634,0.20707500810064342
sakhisizwe,0.10872860534593447,0.0014492264172296415,0.002898120643933383,0.0755000275065139,0.0,0.018859445182747323,0.06376816922605155,0.291246708703948,7.200337417747393,2.5105868025758578,0.053803178962579294,3.848271845206386,0.0,0.0,0.0,0.0,0.0,0.0,3.6837127043941624,0.0,0.19895157340414513,0.01886852942095333,0.008723494972961252,2.803221798984985,0.0,0.8375573494459068,0.04205313069156741,0.30296193773440816,0.7134784414483942,0.0057939740209230865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023216860080552713,0.0,0.0,0.0,5.121141361761357,0.0,0.0,0.001452791146265713,0.0914851248870723,0.4155382369206619,0.017398577297438895,0.1408042815810891,0.21044101525332437,0.14231435063573974,0.0029051221565018215,2.4966622545244848,0.20471906565104311,0.0,0.0,0.002901041335040099,0.0,0.0391682618316594,0.0,0.0,0.0,0.02318178359088803,0.0043466276351648665,0.0,4.919356549409007,0.36690115728428685,0.0014487560460025326,0.0,0.01303872148421569,0.0,0.09727545822648606,0.3921193712481054
saldanha bay,0.0066394150784043005,0.016571100655941595,0.001657944591795494,0.09127855501933121,0.25439633911280385,0.1939929830521661,0.0033187890614213367,0.38153226271329604,4.381095833471688,0.09957278200915315,0.0,0.023265997921317567,0.031523254084459176,0.0,0.0,0.0,0.0,0.0,0.6218768516002069,0.07796719035465337,0.044830750315823176,0.07957788250421315,0.0,0.06802945145717142,7.102814237896709,0.01989948493325075,0.01992076759756805,0.07639645839940475,0.11450625590400537,0.43458085688100706,0.0,7.436125049702395,0.0,0.0,0.0,0.0,0.0912539068126033,0.3881687312735586,0.0016554624013656771,0.10287162192025355,0.026608175039147065,0.3852045305534232,0.0,0.0,0.00829153718326459,0.0,0.04805822250016974,0.0,0.0033253031187589566,0.2935932998168415,0.35824995889063893,0.0,0.7432140964185566,0.011618614745057591,0.013276270857949291,0.0,0.014938643925361584,0.0,0.24388720484637758,0.0,0.008296026437794275,0.0,0.47108215700856965,0.004975018698759168,0.0,0.0033211913279844038,0.049789076640400054,0.0016609516721301058,0.0,0.11776482609827511,0.026546804164220963,0.014919801154708402,0.13103712644030893
senqu,0.06960987242525755,0.0,0.0,0.3307424602872086,0.0,0.005125784955337715,1.5228695947209154,0.08557924489745099,3.025322208706407,0.07986964209254305,0.0,0.3852553255742435,0.00046867046987235925,0.0,0.0,0.0,0.0,0.0,1.3012485731979266,0.00046913473900675614,1.8191518244490776,0.03771917940501709,0.009785035713920193,0.7874502702062911,0.0013963298102544729,0.03963882434098528,0.00841393881125763,0.12519967237049978,0.48895305985952275,0.006514274053212931,0.0,0.0,0.0,0.012568383102919637,0.0,0.0,0.0,0.00932580422097387,0.0,0.0,0.0,4.890288401430119,0.0,0.0,0.004664917617166627,0.07983747525698057,7.880002949954549,0.0256015318177589,0.6350837131602214,2.057134437596833,0.5361273257208697,0.006983446412385876,1.261702314826445,0.12102185136531762,0.0004661988083423528,0.0,0.006530306750546113,0.000933621029151924,0.12227356960008744,0.0,0.0,0.0,0.0,0.0,0.0014021127305534468,1.95030302238509,0.01814402802775174,0.00046620749400368914,0.0,0.0032681337669680927,0.00046742243781943484,0.06517574551813732,0.20638439458492455
setsoto,0.4930304972705034,0.0006440426426572511,0.0019388752541781163,0.006436427549453928,0.0,0.0251489151477984,0.2037083337499147,0.3869636716639561,31.133914025091936,1.0222498358168477,0.0,0.17556145073446655,0.00581111756754742,0.0,0.0,0.0,0.0,0.0,1.4322221892163598,0.006452592244859668,0.7383120531365245,0.01160262382984915,0.010302902141684476,3.0721609554363387,0.0,0.059989267145799476,0.0167698547637266,0.3374201950660096,0.63535827289838,0.06508675536011098,0.0006461611449607511,0.0,0.0,0.006423159113119964,0.0,0.0,0.0,0.018050600077497803,0.0,0.0,0.0,15.286345690210217,0.0,0.0,0.05283755464187078,0.015432152129922154,0.42188989831091767,0.1983699428747031,0.41025337956068975,0.21656299624058628,0.221821863065949,0.0012887079293025345,0.1832208542690141,0.02193804819814166,0.003876944612738168,0.0,0.010320222854560737,0.0,0.06833447639390733,0.0,0.0006457590082360119,0.0,0.012851231660834676,0.0006457701608297026,0.0006421231023685303,0.008381872769710896,0.0878020178474624,0.002576273450592156,0.0,0.03869464739406719,0.009667661363478292,0.03156441303865905,0.16436823525375252
siyancuma,0.03721233212696987,0.009896811493645939,0.0,0.011561055601347337,0.0,0.0037832477228432,0.02692176607368541,1.4301868417407173,0.18902933793195892,0.005258023182659746,0.0,0.043749187802580365,0.020850056821551027,0.0,0.04222103863993464,0.0,0.0,0.0,0.4877644483844789,0.058867874531725144,0.0787417099857316,0.00021062626758404777,0.050013252168773975,0.20028108357689664,0.011565503469070629,0.017863535933924923,0.0,0.005278837830020717,0.011818710870281936,0.017903601967907315,0.0,0.0,2.4121646538465673,5.097381109054034,0.0,0.0,0.0033582327419553974,0.13893558202537742,0.0016863828952422676,0.0,0.0,4.992737363070188,0.0,0.0,0.03450430093126364,0.12509155408899902,0.3617991454418652,0.002736141569629144,12.070997041288646,0.020589509138996157,0.001680883484541628,0.006932162306583708,0.027527139592337373,0.0031538920182055206,0.0,0.0018883790700041352,0.009451139876213594,0.0,0.0941204180812883,0.02762719919800963,0.0,0.00042066027192027265,0.00021032830337792196,0.0006304459958816399,0.6993814488972716,0.0,0.00021005072804975377,0.0,0.0008412362681825546,0.0008404561782096555,0.0016824761991864267,0.006100023814966536,0.03553851867684228
siyathemba,0.008486541115212121,0.004484545620068904,0.00047138962600635093,0.03367911005112949,0.0,0.0030640487031541814,0.030632970132213083,0.9488817167607512,0.0713529767256946,0.0009417801929398699,0.0,0.06307378564507995,0.08781555516408159,0.0,0.004233867826064837,0.0,0.0,0.0,0.2702927172181559,0.15882853188104493,0.00851390950985902,0.0007099122986951487,0.046626382486886594,0.01553301110796003,0.0400939938368307,0.0042334452113379105,0.0,0.0,0.0,0.033322536508987734,0.00023575378809037253,0.0,8.385107250169938,1.1523531228131574,0.0,0.0,0.017958954635657245,0.14885212824447955,0.009672218168993336,0.047982974442195604,0.0,6.741404239086557,0.0,0.0,0.020347504867308668,0.2682573651953589,0.022339810854642556,0.004240077709364621,6.463545530478662,0.8690996140595804,0.0018855079940798191,0.005889127174674191,0.03792721010499189,0.0018855585105199374,0.00023569060336278163,0.00023510085601061902,0.0025905448389166785,0.0,0.06842528740145358,0.0,0.0,0.0,0.0,0.0,9.854600066323254,0.0,0.0,0.0,0.00047140225645028565,0.0004714022587431174,0.0016498594817622874,0.0035329447272500784,0.021670935449441577
